"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"['mr', 'luyambi']","['great', 'customer', 'care', 'service', 'iam', 'greatly']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['great', 'customer', 'care', 'service', 'iam', 'greatly', 'thrilled', 'crystal', 'travels', 'excellent', 'service', 'might', 'fourth', 'booking', 'record', 'never', 'encountered', 'problem', 'also', 'pleased', 'great', 'customer', 'care', 'service', 'offered', 'candice', 'stone', 'today', 'previously', 'carolina', 'diaz', 'hannah', 'ronald', 'great', 'care', 'service', 'exhibited']"
"['suhail', 'ahmed', 'minnoor']","['recently', 'booked', 'flights', 'joy', 'wilson']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['recently', 'booked', 'flights', 'joy', 'wilson', 'crystal', 'travels', 'london', 'help', 'fantastic', 'experience', 'found', 'great', 'price', 'flights', 'extremely', 'patient', 'needed', 'book', 'tickets', 'whole', 'process', 'smooth', 'easy', 'highly', 'recommend', 'joy', 'wilsons', 'service', 'friends', 'colleagues', 'future', 'booking', 'thanks']"
"['roxane', 'de', 'souza']","['helpful', 'member', 'crystal', 'travel']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['change', 'airline', 'schedule', 'threw', 'us', 'balance', 'however', 'arvbaz', 'able', 'bring', 'us', 'calm', 'satisfaction', 'made', 'changes', 'speaking', 'manager', 'additional', 'cost', 'incurred', 'thank']"
"['fernanda', 'cabrera', 'de', 'souza']","['recently', 'booked', 'roundtrip', 'ticket']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['recently', 'booked', 'roundtrip', 'ticket', 'rome', 'paulo', 'crystal', 'travel', 'experience', 'excellent', 'staff', 'alfred', 'shaw', 'polite', 'friendly', 'even', 'managed', 'find', 'seat', 'reasonable', 'rate', 'overall', 'booking', 'process', 'quicki', 'highly', 'recommend', 'crystal', 'travel', 'anyone', 'looking', 'hasslefree', 'costeffective', 'booking', 'experience', 'ill', 'definitely', 'consider', 'future', 'travel', 'plans']"
"['bessie']","['ask', 'octavio']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['just', 'booked', 'flight', 'ticket', 'crystal', 'travel', 'helped', 'octavio', 'garcia', 'patient', 'explained', 'everything', 'got', 'exactly', 'wanted', 'took', 'away', 'stress', 'hustle', 'comes', 'finding', 'perfect', 'fight', 'surely', 'using', 'onwards', 'travel', 'thank', 'octavio', 'garcia']"
"['jose', 'goncalves']","['booking', 'ticket']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['booking', 'ticket', 'company', 'take', 'money', 'suddenly', 'found', 'crystal', 'palace', 'help', 'lots', 'find', 'cheap', 'tickets', 'give', 'alternative', 'payment', 'help', 'lots', 'really', 'appreciate', 'done', 'recommend']"
"['katherine', 'farrell']","['although', 'always', 'cautious']","['excellent']","['eight', 'december', 'twothousandtwentyfour']","['although', 'always', 'cautious', 'purchasing', 'products', 'services', 'online', 'crystal', 'travel', 'great', 'although', 'sent', 'agent', 'sold', 'flights', 'two', 'emails', 'didnt', 'get', 'response', 'either', 'whether', 'thats', 'dealt', 'sales', 'sales', 'sure', 'since', 'called', 'customer', 'services', 'several', 'times', 'proactive', 'called', 'back', 'say', 'since', 'let', 'definitely', 'use', 'lovely', 'staff', 'olivia', 'freya', 'now', 'can', 'relax', 'look', 'forward', 'seeing', 'family', 'new', 'zealand', 'christmas']"
"['kris', 'secreto']","['amazing', 'booking', 'exprerience', 'claire', 'harp']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['travel', 'agent', 'claire', 'helpful', 'patient', 'us', 'understood', 'need', 'able', 'deliver', 'need', 'first', 'time', 'family', 'traveller', 'smooth', 'easy', 'booking', 'im', 'first', 'time', 'customer', 'always', 'booked', 'crystal', 'trave', 'reliable']"
"['luj', 's']","['first', 'time', 'used', 'crystal']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['first', 'time', 'used', 'crystal', 'travels', 'didnt', 'start', 'well', 'steve', 'managed', 'regain', 'trust', 'helped', 'book', 'ticket', 'requirements', 'made', 'stressful', 'task', 'easy', 'constantly', 'available', 'calls', 'emails', 'reliable', 'definitely', 'calling', 'back', 'future', 'bookings']"
"['adrian', 'pearce']","['excellent', 'company', 'deal', 'stars']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['firstly', 'booking', 'flight', 'always', 'stressful', 'make', 'sure', 'everything', 'covered', 'ronald', 'superb', 'job', 'nothing', 'much', 'trouble', 'explained', 'things', 'manner', 'calmed', 'fears', 'right', 'seat', 'choice', 'close', 'bathrooms', 'etc', 'got', 'say', 'brilliant', 'service', 'proper', 'looked', 'recommend', 'anyone', 'using', 'crystal', 'travel', 'absolutely', 'star', 'rating']"
"['customer']","['lisa', 'great', 'helped', 'book', 'via']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['lisa', 'great', 'helped', 'book', 'via', 'phone', 'online', 'booking', 'failed', 'super', 'clear', 'communication', 'offered', 'good', 'advise']"
"['mr', 'kung']","['never', 'used', 'company', 'now']","['excellent']","['eight', 'december', 'twothousandtwentyfour']","['never', 'used', 'company', 'now', 'book', 'holiday', 'trip', 'traveling', 'agents', 'quick', 'honest', 'response', 'unmatched', 'price', 'competitive', 'service', 'extemporary', 'must', 'mention', 'stella', 'stevens', 'made', 'trip', 'much', 'relaxing', 'thank', 'stella']"
"['niraj', 'pathare']","['exceptional', 'service', 'seamless', 'booking', 'experience']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['recently', 'booked', 'flights', 'jerrys', 'help', 'fantastic', 'experience', 'found', 'great', 'price', 'flights', 'extremely', 'patient', 'needed', 'book', 'three', 'tickets', 'two', 'passengers', 'one', 'booking', 'one', 'another', 'wanted', 'return', 'together', 'jerry', 'managed', 'coordinate', 'everything', 'perfectly', 'ensuring', 'return', 'flight', 'whole', 'process', 'smooth', 'easy', 'highly', 'recommend', 'jerrys', 'service']"
"['meghraj', 'bk']","['sergio', 'gomez', 'go', 'guy']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['sergio', 'gomez', 'go', 'guy', 'want', 'quick', 'dedicated', 'service', 'also', 'polite', 'considerate', 'works', 'around', 'work', 'commitments', 'patient', 'still', 'took', 'time', 'ensure', 'heard', 'understood', 'saying', 'let', 'know', 'wife', 'daughter', 'travelling', 'question', 'small', 'found', 'best', 'deal', 'given', 'upthank', 'sergio', 'gomez', 'next', 'booking', 'definitely', 'youwith', 'kind', 'regardsmeghraj']"
"['camilosj']","['reassuring']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['made', 'inquiry', 'regarding', 'flight', 'family', 'made', 'last', 'august', 'go', 'home', 'next', 'weeks', 'confirm', 'booking', 'line', 'freya', 'responsive', 're', 'assuring', 'shes', 'even', 'immediately', 'return', 'call', 'put', 'look', 'book', 'withshe', 'just', 'put', 'mind', 'ease']"
"['mr', 'john', 'david', 'lloyd']","['date', 'change']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['rd', 'th', 'time', 'used', 'crystal', 'travel', 'arbaz', 'continued', 'star', 'experience', 'agency', 'thank']"
"['james']","['tried', 'book', 'flight']","['bad']","['seven', 'december', 'twothousandtwentyfour']","['tried', 'book', 'flight', 'email', 'flight', 'availablei', 'called', 'told', 'ticketed', 'longer', 'availablei', 'said', 'still', 'website', 'jazz', 'promised', 'call', 'back', 'within', 'min', 'didnt', 'called', 'back', 'said', 'escalate', 'call', 'back', 'following', 'day', 'assured', 'erroneous', 'ticket', 'price', 'removed', 'websitewhen', 'called', 'following', 'day', 'said', 'said', 'unacceptable', 'especially', 'still', 'showing', 'live', 'wrong', 'priceavoid', 'sharp', 'practice']"
"['raul']","['alfred', 'crystal', 'traval', 'really']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['alfred', 'crystal', 'traval', 'really', 'attentive', 'calmed', 'professional', 'helped', 'airline', 'ref', 'number', 'wanted', 'checed', 'early', 'flight', 'offered', 'fare', 'honoured', 'recommended']"
"['bipin', 'bhatt']","['crystal', 'booking']","['excellent']","['seven', 'december', 'twothousandtwentyfour']","['best', 'competitive', 'site', 'tickets', 'claire', 'harp', 'made', 'booking', 'quick', 'easy', 'wonderful', 'experience', 'polite', 'helpfulhighly', 'recommend']"
"['dudley', 'van', 'lelyveld']","['james', 'smith']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['james', 'smith', 'handled', 'requests', 'various', 'flight', 'quotes', 'followed', 'numerous', 'changes', 'efficiently', 'professionallywe', 'ended', 'attractive', 'fares', 'london', 'sydney', 'james', 'explained', 'everything', 'us', 'well', 'handling', 'seat', 'allocations']"
"['taylor']","['con', 'artists']","['bad']","['seven', 'december', 'twothousandtwentyfour']","['displaying', 'flights', 'online', 'book', 'try', 'ringing', 'payment', 'declined', 'asking', 'change', 'flight', 'double', 'pricejust', 'poor', 'marketing']"
"['darren', 'jones']","['booked', 'flight', 'months', 'ago']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['booked', 'flight', 'months', 'ago', 'olivia', 'clark', 'nice', 'professional', 'found', 'us', 'amazing', 'deal', 'flightsafter', 'completed', 'booked', 'said', 'call', 'back', 'day', 'fly', 'help', 'check', 'inive', 'just', 'phone', 'checked', 'wife', 'ini', 'grateful', 'assistance', 'recommend', 'crystal', 'travel', 'anyone', 'looking', 'amazing', 'travel', 'company', 'thats', 'goes', 'way', 'make', 'experience', 'travelling', 'easythanks', 'olivia', 'clarkthanks', 'darren', 'jones']"
"['babu', 'ram', 'thapa']","['excellent', 'service', 'team']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['excellent', 'service', 'team', 'alfred', 'shaw', 'exceptionally', 'helpful', 'sorting', 'issues', 'great', 'patience', 'understanding', 'thank', 'excellent', 'service', 'crystal', 'travels', 'good', 'company', 'reliable']"
"['norma', 'mckenna']","['staff', 'stella', 'stevens', 'assisted']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['staff', 'stella', 'stevens', 'assisted', 'today', 'polite', 'helpful', 'approachable', 'efficient', 'gone', 'extra', 'mile', 'really', 'pleased', 'service', 'far', 'many', 'thanks']"
"['ali']","['big', 'thank', 'claire', 'harp']","['excellent']","['twentyeight', 'november', 'twothousandtwentyfour']","['big', 'thank', 'crystal', 'travel', 'family', 'especially', 'claire', 'kindness', 'efforts', 'truly', 'appreciated', 'wish', 'dealt', 'business', 'manner', 'provided', 'service', 'definitely', 'first', 'time', 'surely', 'last', 'dealing', 'thank', 'much']"
"['mariam', 'k']","['attended']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['attended', 'efficient', 'staff', 'member', 'name', 'sam', 'jones', 'enquiry', 'dealt', 'promptly', 'definitely', 'recommend', 'crystal', 'travel', 'friends', 'family', 'look', 'forward', 'future', 'bookings']"
"['rajib', 'talukdar']","['thankful', 'claire']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['thankful', 'claire', 'help', 'sort', 'tickets', 'booking', 'month', 'supportive', 'gave', 'plenty', 'option', 'pay', 'tickets', 'usually', 'kind', 'service', 'never', 'expect', 'thank', 'crystal', 'travel', 'part', 'journey', 'make', 'easier', 'simple']"
"['andrew', 'l']","['helpful', 'friendly']","['excellent']","['twentyeight', 'november', 'twothousandtwentyfour']","['problems', 'trying', 'log', 'china', 'southern', 'web', 'site', 'select', 'confirm', 'seats', 'upcoming', 'trip', 'uk', 'new', 'zealand', 'called', 'crystal', 'travel', 'spoke', 'freya', 'able', 'resolve', 'problem', 'within', 'minutes', 'highly', 'recommended', 'thank']"
"['beverly', 'king']","['jack', 'extremely', 'helpful', 'patient']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['jack', 'extremely', 'helpful', 'patient', 'polite', 'listened', 'carefully', 'ensure', 'needs', 'elderly', 'family', 'member', 'met', 'definitely', 'use', 'crystal', 'travel']"
"['vanessa']","['amazing', 'service', 'results']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['used', 'crystal', 'travel', 'twice', 'recently', 'found', 'great', 'flights', 'deals', 'especially', 'john', 'morris', 'amazing', 'highly', 'recommend', 'using', 'company', 'especially', 'multi', 'flight', 'destinations']"
"['l', 'hatteea']","['superb', 'company']","['excellent']","['two', 'december', 'twothousandtwentyfour']","['attendent', 'sid', 'morgan', 'superb', 'helpfull', 'trying', 'find', 'better', 'fares', 'trip', 'crystal', 'travel', 'best', 'fares', 'tidays', 'search', 'holidays', 'recommend']"
"['aime', 'patrick', 'nishimwe']","['helped', 'professional', 'way']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['helped', 'ina', 'professional', 'waywell', 'done', 'mr', 'sergio']"
"['darrel', 'allan']","['olive', 'clark', 'extremely', 'helpful']","['excellent']","['four', 'december', 'twothousandtwentyfour']","['olive', 'clark', 'extremely', 'helpful', 'sorting', 'issues', 'kenya', 'airways', 'booking', 'particular', 'seats', 'amending', 'personal', 'information', 'etc', 'just', 'helpfulmany', 'thanks']"
"['alan', 'rouse']","['olivia', 'polite', 'helpful']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['olivia', 'polite', 'helpful', 'booking', 'seats', 'flight', 'australia']"
"['ilyas', 'musa']","['just', 'booked', 'flights', 'lisa']","['excellent']","['two', 'december', 'twothousandtwentyfour']","['just', 'booked', 'flights', 'lisa', 'say', 'gave', 'excellent', 'customer', 'service', 'whilst', 'somewhat', 'challenging', 'request', 'well', 'done']"
"['bishnu', 'gurung']","['happy', 'service', 'provided']","['excellent']","['ten', 'december', 'twothousandtwentyfour']","['happy', 'service', 'provided', 'carolina', 'diazcustomer', 'services', 'consultant']"
"['ricardo', 'de', 'vera']","['customer', 'service', 'lady', 'crystal']","['excellent']","['four', 'december', 'twothousandtwentyfour']","['customer', 'service', 'lady', 'crystal', 'named', 'stella', 'helpful', 'patient', 'guiding', 'throughout', 'booking', 'love', 'book', 'future', 'like']"
"['vimi', 'naiko']","['today', 'looking', 'better', 'price']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['today', 'looking', 'better', 'price', 'ticket', 'searching', 'online', 'luckily', 'came', 'across', 'crystal', 'travel', 'mr', 'jack', 'customer', 'service', 'desk', 'help', 'find', 'fare', 'looking', 'definitely', 'say', 'nice', 'talking', 'service', 'provided', 'today', 'excellent', 'definitely', 'recommend', 'next', 'time', 'friends', 'n', 'families']"
"['julie', 'thomson']","['olivia', 'clark', 'polite', 'patient']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['olivia', 'clark', 'polite', 'helpful', 'queryshe', 'patient', 'update', 'step', 'step', 'payment', 'processhave', 'great', 'weekend', 'oliviathis', 'second', 'time', 'using', 'crystal', 'travel', 'agency', 'please', 'say', 'happy', 'service', 'recommend', 'family', 'friends']"
"['atalia', 'moyo']","['alfred', 'wea', 'helpful', 'answering', 'questions']","['excellent']","['six', 'december', 'twothousandtwentyfour']","['alfred', 'wea', 'helpful', 'answering', 'questions', 'sorting', 'issues', 'booking']"
"['drive', 'safe']","['referred', 'crystal', 'travel']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['referred', 'crystal', 'travel', 'friend', 'great', 'experience', 'really', 'like', 'share', 'mine', 'put', 'gentleman', 'name', 'aron', 'extremely', 'easy', 'talk', 'well', 'mannered', 'thoroughly', 'helpful', 'made', 'whole', 'experience', 'easy', 'definitely', 'recommend', 'guys', 'friends', 'family']"
"['customecarolyn', 'r']","['helpful', 'polite']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['youngman', 'explained', 'eveythingand', 'made', 'easy', 'understand', 'crystal', 'travel', 'workshe', 'also', 'willing', 'prompt', 'answer', 'questions', 'flight']"
"['lisabarnett']","['great', 'service']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['booked', 'crystal', 'travel', 'times', 'now', 'always', 'found', 'easy', 'pleasant', 'experience', 'just', 'done', 'ana', 'helping', 'patiently', 'answering', 'questions', 'happy', 'service', 'help', 'providedana', 'went', 'beyond', 'help', 'book', 'flightsthank', 'ana']"
"['andrew', 'lindley']","['friendly', 'efficient', 'service', 'lfred', 'shaw', 'friendly']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['alfred', 'shaw', 'friendly', 'efficient', 'helping', 'us', 'reserve', 'seats', 'flight', 'australia']"
"['maria', 'cabrera']","['stella', 'stevens', 'helpful']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['stella', 'stevens', 'helpful', 'professional', 'provided', 'excellent', 'service']"
"['zella', 'h']","['sketchy', 'experience']","['average']","['twentyseven', 'december', 'twothousandtwentythree']","['thankfully', 'booking', 'flights', 'amsterdam', 'less', 'anything', 'expensive', 'wouldve', 'uncomfortablei', 'received', 'call', 'make', 'booking', 'despite', 'trying', 'online', 'handler', 'chap', 'called', 'ronnie', 'oconnor', 'despite', 'thick', 'indian', 'accent', 'feels', 'dishonest', 'english', 'level', 'poor', 'barked', 'instructions', 'us', 'struggling', 'understand', 'isnt', 'reassuring', 'situation', 'theres', 'money', 'involvedhe', 'sent', 'us', 'email', 'link', 'rd', 'party', 'payment', 'site', 'sure', 'wasnt', 'allowed', 'go', 'booking', 'process', 'online', 'like', 'travel', 'company', 'skeptical', 'process', 'unprofessional', 'beenthankfully', 'tickets', 'real', 'went', 'holiday', 'definitely', 'wont', 'using', 'sake', 'saving', 'quid', 'avoid']"
"['joanne', 'unsworth']","['question', 'regarding', 'etickets']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['question', 'regarding', 'etickets', 'caroline', 'sorted', 'even', 'made', 'call', 'back', 'see', 'happy', 'answer']"
"['amy']","['happy']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['using', 'crystal', 'travel', 'travels', 'going', 'home', 'philippines', 'amd', 'always', 'helpful', 'trusted', 'travel', 'company', 'ana', 'shift', 'candice', 'helpful', 'sorted', 'requirements', 'recent', 'travel', 'home', 'thank', 'keep', 'good', 'works', 'ladies', 'god', 'bless']"
"['eduardo', 'concimino']","['im', 'thankful', 'staff', 'crystal']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['im', 'thankful', 'staff', 'crystal', 'travel', 'especially', 'cristy', 'wonderful', 'job', 'attended', 'concern', 'friendly', 'polite']"
"['juliany', 'davies']","['pleased', 'customer']","['excellent']","['nineteen', 'november', 'twothousandtwentyfour']","['pleased', 'customer', 'service', 'received', 'aronaron', 'honest', 'reliable', 'making', 'enquiry', 'buying', 'ticket', 'took', 'time', 'confidently', 'explained', 'every', 'step', 'process', 'end', 'convinced', 'aron', 'trusted', 'book', 'flight', 'crystal', 'travel', 'just', 'wish', 'travelling', 'agents', 'can', 'replicate', 'honesty', 'professionalismaron', 'able', 'make', 'day']"
"['sunnie', 'osagie']","['really', 'want', 'appreciate', 'freya']","['excellent']","['six', 'december', 'twothousandtwentyfour']","['really', 'want', 'appreciate', 'freya', 'donovan', 'row', 'played', 'getting', 'ticket', 'thanks', 'much', 'thanks', 'crystal', 'travel', 'making', 'possible', 'first', 'time', 'guys', 'great', 'job', 'looking', 'forward', 'another', 'great', 'business', 'guys', 'god', 'bless']"
"['mrs', 'editha', 'bautista']","['freya', 'accomodating']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['thank', 'much', 'jerry', 'freya', 'assisting', 'us', 'flights', 'responding', 'querries', 'without', 'hesitation', 'happy', 'booked', 'flights', 'crystal', 'travel']"
"['jocelyn']","['travel', 'consultant', 'jose']","['excellent']","['five', 'november', 'twothousandtwentyfour']","['travel', 'consultant', 'jose', 'fantastic', 'assisting', 'travel', 'needs', 'gives', 'prompt', 'answers', 'queries', 'crystal', 'travel', 'offers', 'wide', 'variety', 'flight', 'options', 'can', 'choose']"
"['play', 'list', 'blagrove']","['assisted', 'stella', 'warm']","['excellent']","['two', 'december', 'twothousandtwentyfour']","['assisted', 'stella', 'warm', 'welcoming', 'gave', 'proper', 'asistant', 'great', 'work', 'use', 'crystal', 'travel', 'past', 'thanks', 'stella']"
"['roy', 'apps']","['great', 'experience', 'booking', 'flights']","['excellent']","['twentyfive', 'november', 'twothousandtwentyfour']","['great', 'experience', 'booking', 'flights', 'crystal', 'travel', 'special', 'thanks', 'ryan', 'smith', 'done', 'booking', 'smoothly', 'hassle', 'free', 'regularly', 'use', 'crystal', 'travel', 'book', 'flights', 'happy', 'service']"
"['mr', 'g', 'mews']","['helpful', 'service']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['booked', 'times', 'without', 'issues', 'also', 'found', 'helpful', 'regards', 'choice', 'seats', 'connection', 'time', 'short']"
"['abbey', 'abolaji']","['crystal', 'travel', 'excellent', 'person', 'attended', 'amazing', 'olivia', 'clerk', 'brilliant']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['crystal', 'travel', 'excellent', 'person', 'attended']"
"['sulia', 'olabode']","['outstanding', 'service', 'professionalism']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['excellent', 'communication', 'highly', 'professional', 'agents', 'special', 'thanks', 'james', 'smith', 'freya', 'donovan', 'rest', 'team', 'helped', 'make', 'booking', 'smooth', 'process']"
"['balvantrai', 'mistry']","['veronica', 'brooks', 'booked', 'flights']","['excellent']","['fourteen', 'november', 'twothousandtwentyfour']","['veronica', 'brooks', 'booked', 'flights', 'hotels', 'bali', 'indonesia', 'cant', 'enough', 'making', 'wonderful', 'arrangements', 'flights', 'five', 'star', 'hotelsnext', 'year', 'celebrate', 'birthday', 'years', 'anniversary', 'also', 'celebrate', 'thanks', 'veronica', 'never', 'take', 'trips', 'flights', 'without', 'talking', 'youbill', 'mistry']"
"['billy']","['quick', 'response', 'issue']","['excellent']","['six', 'december', 'twothousandtwentyfour']","['called', 'issue', 'resolved', 'quickly', 'freya', 'good', 'service']"
"['fr']","['excellent', 'service', 'jose']","['excellent']","['sixteen', 'november', 'twothousandtwentyfour']","['whole', 'day', 'intense', 'searching', 'flights', 'dhakabangladesh', 'family', 'passengers', 'jose', 'extremely', 'helpful', 'always', 'standby', 'queries', 'make', 'separate', 'payments', 'jose', 'able', 'stay', 'phone', 'ensure', 'transactions', 'completed', 'sent', 'tickets', 'straight', 'away', 'whatsapp', 'email', 'tickets', 'prices', 'dhaka', 'really', 'expensive', 'high', 'demand', 'now', 'jose', 'able', 'search', 'best', 'tickets']"
"['david']","['booked']","['excellent']","['twentyeight', 'november', 'twothousandtwentyfour']","['third', 'time', 'ive', 'booked', 'crystal', 'travel', 'today', 'spoke', 'ana', 'professional', 'patient', 'system', 'slow', 'helpful', 'courteousi', 'recommend']"
"['ng']","['dedication', 'patience']","['excellent']","['nineteen', 'november', 'twothousandtwentyfour']","['aron', 'great', 'job', 'getting', 'place', 'return', 'flight', 'patience', 'getting', 'payment', 'credit', 'card', 'blocked', 'provider', 'took', 'long', 'time', 'phone', 'uk', 'australia', 'get', 'unblocked', 'greatly', 'appreciate', 'dedication', 'see', 'done', 'well']"
"['lipuleni', 'doreen', 'mclary']","['first', 'time', 'using', 'crystal']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['first', 'time', 'using', 'crystal', 'travel', 'mention', 'got', 'excellent', 'service', 'stella', 'stevens', 'everything', 'well', 'explained', 'definitely', 'make', 'use', 'recommend', 'friends', 'family', 'thanks']"
"['hardev']","['helpful', 'ronald']","['excellent']","['twentyone', 'november', 'twothousandtwentyfour']","['ronald', 'great', 'job', 'finding', 'tickets', 'make', 'understand', 'everything', 'made', 'sure', 'understood', 'worked', 'names', 'patient', 'payment', 'going', 'tried', 'different', 'ways', 'success', 'last', 'thanks', 'ronald', 'everything', 'especially', 'patience', 'h', 's', 'gill']"
"['david', 'gennard']","['crystal', 'travel', 'excellent', 'insorting', 'request']","['good']","['twentyeight', 'november', 'twothousandtwentyfour']","['crystal', 'travel', 'excellent', 'helping', 'book', 'seating', 'flights', 'bangkok', 'turkish', 'airlinefreya', 'donovan', 'especially', 'went', 'way', 'find', 'seating', 'wifenever', 'used', 'crystal', 'travel', 'certainly', 'future']"
"['peter', 'hayes']","['always', 'excellent', 'courteous']","['excellent']","['seven', 'november', 'twothousandtwentyfour']","['always', 'excellent', 'courteous', 'dealings', 'ronald', 'crystal', 'travel', 'wife', 'never', 'let', 'company', 'us', 'always', 'come', 'trumpscora', 'peter']"
"['khaleda', 'hossain']","['excellent', 'service']","['average']","['two', 'december', 'twothousandtwentyfour']","['pleased', 'booking', 'usa', 'tickets', 'final', 'critical', 'momentvery', 'friendly', 'reliable', 'customer', 'service', 'whoever', 'required', 'help', 'ask', 'james', 'smithvery', 'good', 'understanding', 'person', 'just', 'keeping', 'stars', 'save', 'later', 'visiting', 'destination']"
"['gary', 'likely']","['christy', 'wonderful', 'sorting']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['christy', 'wonderful', 'sorting', 'issue']"
"['customer']","['spoke', 'agents', 'today']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['spoke', 'agents', 'today', 'way', 'aron', 'handled', 'query', 'helped', 'finding', 'right', 'flight', 'amazing', 'helpful', 'kind', 'polite']"
"['amina', 'ahmed']","['claire', 'helpful']","['excellent']","['sixteen', 'november', 'twothousandtwentyfour']","['claire', 'helpful', 'amazing', 'went', 'beyond', 'find', 'family', 'right', 'flight', 'ticket', 'provided', 'high', 'level', 'customer', 'service', 'shes', 'asset', 'company', 'thank', 'claire']"
"['rochelle']","['excellent', 'customer', 'service', 'shirley']","['excellent']","['seventeen', 'november', 'twothousandtwentyfour']","['excellent', 'customer', 'service', 'shirley', 'smith', 'helpful', 'choosing', 'best', 'flight', 'family', 'got', 'booking', 'payment', 'smoothly', 'used', 'crystal', 'travel', 'times', 'received', 'excellent', 'service', 'everytime', 'thank']"
"['janefrances', 'ezeh']","['thank', 'stella', 'stevens']","['excellent']","['twentyfive', 'november', 'twothousandtwentyfour']","['really', 'like', 'say', 'big', 'thank', 'stella', 'stevens', 'wonderful', 'service', 'rendered', 'today', 'professional', 'helpfuli', 'recommend', 'crystal', 'travel', 'day', 'time']"
"['denise']","['new', 'zealand']","['good']","['twentysix', 'november', 'twothousandtwentyfour']","['new', 'zealand', 'given', 'review', 'based', 'experience', 'now', 'booked', 'surprise', 'flight', 'partners', 'christmas', 'present', 'taken', 'two', 'days', 'none', 'stop', 'messaging', 'phone', 'calls', 'paid', 'made', 'mark', 'arron', 'man', 'company', 'called', 'today', 'helpful']"
"['glenn', 'whelan']","['excellent', 'customer', 'service', 'alfred']","['excellent']","['nineteen', 'november', 'twothousandtwentyfour']","['excellent', 'customer', 'service', 'alfredim', 'singapore', 'emailed', 'crystal', 'travel', 'asked', 'check', 'flight', 'tomorrow', 'singapore', 'alfred', 'emailed', 'asked', 'passport', 'details', 'within', 'short', 'time', 'emailed', 'boarding', 'passes', 'great', 'service', 'thanks', 'alfred']"
"['saira', 'patel']","['claire', 'harp', 'good']","['excellent']","['twentytwo', 'november', 'twothousandtwentyfour']","['claire', 'harp', 'good', 'professional', 'time', 'called', 'completed', 'bookingfor', 'past', 'year', 'ive', 'made', 'bookings', 'crystal', 'travel', 'im', 'satisfied', 'service']"
"['mr']","['flight', 'thailand']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['many', 'interactions', 'carolina', 'diaz', 'crystal', 'travel', 'booking', 'flight', 'thailand', 'christmas', 'helpful', 'informative', 'throughout', 'thank']"
"['paul', 'smart']","['dont', 'bother', 'fare', 'exist']","['bad']","['twentyfive', 'november', 'twothousandtwentyfour']","['dont', 'know', 'even', 'tried', 'yet', 'fare', 'offered', 'accepted', 'unavailable', 'filled', 'pax', 'details', 'plus', 'payment', 'info', 'front', 'page', 'news', 'clowns', 'actually', 'represent', 'honest', 'available', 'fare', 'guys', 'bait', 'switch', 'con', 'artists', 'hounded', 'trading', 'standards', 'avoid']"
