"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"custom","it was an amazing service from miss","excellent","one november twothousandtwentyfour","it was an amazing service from miss Stella Stevens like always prefer to speak to her whenever i make my booking with crystal travel because of her excellent customer service thank you Stella for my inquiry"
"jame ross","flight rebuking arrangements","excellent","one november twothousandtwentyfour","Oscar Lopez was very helpful and professional with good follow up"
"erlyn","Nathan Cole is superb","excellent","thirtyone october twothousandtwentyfour","Nathan Cole is superb listens attentively he got me a good deal for myself my sons tickets he even reminded me of important documents to prepare before the flight thank you"
"suseela livingston","trust worthy","excellent","thirtyone october twothousandtwentyfour","vie booked my ticket twice once through roman an second time through joy Wilson both were very patient calm and smart i believe these two are assets for crystal travel we are usually scared when it comes to online booking for air tickets but not through this company i will continue to book my tickets through this company for a life time"
"cecilia bonilla","thank you Aron for being so helpful","excellent","thirtyone october twothousandtwentyfour","thank you Aron for being so helpful with my booking"
"katherin camp","i booked our flights with joy and found","excellent","twentyeight october twothousandtwentyfour","i booked our flights with joy and found the process friendly and efficient joy was kind and patient answering all of my queries i have used crystal before and will use again thank you joy for all your help"
"rea","bazaar is an excellent agent dhow help","excellent","thirtyone october twothousandtwentyfour","bazaar is an excellent agent dhow help me with my flight bookings era"
"rcgonzalvo","bazaar is very helpful in dealing with","excellent","thirtyone october twothousandtwentyfour","bazaar is very helpful in dealing with the issue i raise will recommend him to my friend swell done and keep up the good work"
"abdullah","i would like to thank Jose for his","excellent","twentyone october twothousandtwentyfour","i would like to thank Jose for his customer knowledge and for his willingness to help customers i booked a flight with him and he was such an amazing agent"
"vaseva nakia","installment payments","excellent","thirtyone october twothousandtwentyfour","early this year i was service by Ronald throughout till today i manage to complete my payment with crystal for my December family vacation his very helpful with his team and they managed to help me booked the ticket and went through the process thank you so much will keep in touch"
"mahom h","helpful in correcting my mistake","good","thirty october twothousandtwentyfour","i realized a mistake id made on the name of one of the passengers i called and spoke to Freya who gave me clear instructions of what needed to be done i knew there would be a charge i hate that airlines do this anyway Freya kept me updated and assured me shed get it done and i got a call in the evening and emails confirming that she managed to get it done thanks palfreys dropping one star because travel companies all seem to request these reviews which is a bit annoying but the actual customer support was good in this case"
"mrs e be magpantay","Sergio from crystal travel never fails me","excellent","four june twothousandtwentyfour","Sergio Gomez as always been so good to me when i personally call him for my future flights no doubt he is very helpful kind and professional on what he does will never going to look for any other travel agents but crystal travel very reliable and i know i am in good hands thank you crystal travel"
"adam kuhl","good service and found a deal for our","excellent","thirty october twothousandtwentyfour","good service and found a deal for our flights john was very helpful"
"ekuas nosasu","helpful","excellent","thirtyone october twothousandtwentyfour","helpful reliable trust"
"imran khan","happy with the help provide","excellent","thirty october twothousandtwentyfour","i was very happy with the help i received from Ronnie he explained everything to us very well i would definitely book again with Ronnie in the future thank you so much"
"yateen","James smith was very helpful and","excellent","twentyseven october twothousandtwentyfour","James smith was very helpful and managed to help us book the ticket and went through the process of checking online as well he understood our urgency and helped us to get the right ticket"
"ethel dcosta","booking our flight through crystal","excellent","thirty october twothousandtwentyfour","booking our flight through crystal travel was made easy and trouble free by Ronald who was efficient and very helpful from start to finish thank you very much"
"toni russel","have used crystal travel a few times","excellent","twentyfour october twothousandtwentyfour","have used crystal travel a few times over the years and have been happy with my experiences with them tickets come promptly and correctly and there prices are pretty fair"
"rodelio gonzal","excellent service from the customer","excellent","fifteen october twothousandtwentyfour","excellent service from the customer service of crystal travel having a quick response on my query regarding flights booking"
"evo deniz soldier fortun","very prompt service by Oscar","excellent","thirty october twothousandtwentyfour","very prompt service by Oscar much recommend"
"dicki kwan","Freya made my day","excellent","thirty october twothousandtwentyfour","Freya made my day when i request to add meal preference she apply it within an hour and mi really pleased of her instant support"
"steven martin","Australia travels","excellent","twentynine october twothousandtwentyfour","good company offering reasonable and competitive priced flights to Australia recap was really helpful and knowledgeable and making the booking process go smoothly"
"consum","company you can trust","good","thirty july twothousandtwentyfour","very supportive team especially sherry smithies a good and reliable company when booking holidays and flights you can also pay your flight tickets in installments depends where you are going and how much will definitely use them again and again"
"kam singh","great experience","excellent","twentyeight october twothousandtwentyfour","great experience rm Aron smith was very helpful will definitely recommend to others"
"paul fryer","i was contacted by your representative josh divas","excellent","fourteen october twothousandtwentyfour","i was contacted by your representative rm josh divas that man could not have been more helpful if hes tried mi not very conversant with mobile phones or banking apps that man explained everything and eventually all was sorted his English was perfect and his manners impeccable he is a great asset to your company thanks josh"
"custom","Aron is very good and helpful","excellent","twentyeight october twothousandtwentyfour","Aron is very good and helpful"
"kersley","flared was very helpful to do the","excellent","twentyeight october twothousandtwentyfour","flared was very helpful to do the chicken"
"david","a great service from Aron highly recommend","excellent","twentyeight october twothousandtwentyfour","a great service from Aron"
"racquel","assisted by bazaar","excellent","twentyeight october twothousandtwentyfour","assisted by bazaar very helpful knowledgeable and accommodating to sort out my queries"
"okek chimkasi","crystal travel is the best travel","excellent","twentyeight october twothousandtwentyfour","crystal travel is the best travel agency anyone can use they provided me with easy payment plan i paid for my ticket with east thanks to crystal travel i would recommend everyone to give them a try you wont regret it"
"paul cook","a great experience and christen really","excellent","twentyseven october twothousandtwentyfour","a great experience and christen really made the whole process easy i would highly recommend crystal travel to anyone cook"
"rutendo hildah mazarura","fast and accurate","excellent","twentyeight october twothousandtwentyfour","fast and accurate everything is clear and well explained"
"customernoel","James smith was polite efficient","excellent","twentyeight october twothousandtwentyfour","James smith was polite efficient patient quick and answered my questions fully"
"olivia espinosa","very trustworthy travel agent","excellent","twentyfour october twothousandtwentyfour","very trustworthy travel agent James smith is very helpful and very patient managed to find a good deal for us flights and tickets sorted i can breathe and sleep now will use them again"
"nyi","end is helpful","excellent","twentyseven october twothousandtwentyfour","end is helpful quick and he knows what he is doing thanks"
"sukhvind","highly recommended booking with crystal travel agent","excellent","twentyseven october twothousandtwentyfour","for Claire harp great helpful good advice for the booking to India Delhi highly recommended booking with crystal travel"
"zahra","it was a very fast response while i was","good","twentyseven october twothousandtwentyfour","it was a very fast response while i was still trying to book and everything you said you are going to do it happened in the frame of time"
"custom","flight traveler","excellent","twentyseven october twothousandtwentyfour","they manage to inform me about my flight details with great information thank you"
"chantell","crystal travels","excellent","twentysix october twothousandtwentyfour","crystal travels i booked my flight go to the seashell i spoke to a guy called Ronald he was fantastic but then i spoke afterwards to a lady called Candice and she was just amazing at her job very patient very kind very efficient she made me understand and she took her time doing her job"
"mr barreto","great customer service","excellent","twentysix october twothousandtwentyfour","hello i just booked a ticket from crystal travel today Shirley smith was the travel agent who assisted me shes speak very good English and she helped me find a good deal schedule for my flight shes polite and easy to talk to shes had a very nice voice keep up the good work Shirley i will definitely call you again for my next flight"
"lina beltran","hello i just booked a ticket from","excellent","twentysix october twothousandtwentyfour","Olivia Clark helped me when l needed it most very polite and professional thanks again Olivia"
"shado nkiwan","Olivia Clark helped me when l needed it","excellent","twentysix october twothousandtwentyfour","very excellent customer service specially Nathan Cole who did the booking very friendly kind patience knowledgeable am very satisfied with the excellent service"
"toni","easygoing","excellent","twentysix october twothousandtwentyfour","the lady Claire harp who assisted to purchase my ticket was very helpful accommodating friendly and patience she tried her very best to get a good price for me that suits my budget and give all my demands in order to travel with my own convenience as customer she has a very good service to her customer she has given me some options to make me comfortable and avoid any unexpected problem that may arise during my flight which is very helpful Claire is the best i ever met and dealt in getting and booking a ticket she is absolutely brilliant and wonderful thank you so much Claire and congrats to crystal travel for having Claire as your employee shes an asset in your team"
"carlota","the lady Claire harp who assisted to","excellent","twentysix october twothousandtwentyfour","thank you olive for your help and attention with sorting my Qatar airways e ticket excellent service a thank you"
"paul chapman","thank you olive for your help and","excellent","twentysix october twothousandtwentyfour","Olivia was very efficient i highly recommend this company"
"custom","highly recommended","excellent","twentysix october twothousandtwentyfour","i booked my flight from Lagos to the UK yesterday i had issues with the initial booking cos of chessmen states visa issues and the agent Ronnie O'Connor was very helpful very very patient understanding and amazing its my first time but i will come back again and again and even recommend others because of the treatment i got from Ronnie i would definitely use this service again thank you crystal travel"
"josephin onifad","amazing experience with crystal travel agent Ronnie","excellent","twentyfive october twothousandtwentyfour","vie already booked a ticket with crystal travel a month back and i needed to make some changes to the return date i spoke with bazaar khan he was fantastic called me back a few times to keep me updated customer service"
"satnam johal","vie already booked a ticket with","excellent","twentyfour october twothousandtwentyfour","booked a flight to and from Mexico city and Roland the crystal travel representative simply could not have been more patient and helpful nothing was too much trouble he checked alternatives he called back he was very polite a pleasure to deal with with the current online booking of flights a minefield of algorithms designed to fleece the innocent traveler the human touch was hugely appreciated will certainly use them again thanks Roland"
"mr mauric mcbride","booked a flight to and from Mexico","excellent","twentythree october twothousandtwentyfour","spoke to frank he was really helpful and friendly and very clear about things would definitely recommend"
"jason roger","flight booking","excellent","twentyfive october twothousandtwentyfour","always booked my flights with crystal travel as always agents are all very helpful and accommodating many thanks to Freya and recap for sorting out my trip next month keep up the good works"
"lina visda","very good customer service","excellent","twentyfive october twothousandtwentyfour","the agent for crystal travelogues really helpful and professional the way he dealt with our query"
"thoma brammer","the agent for crystal travelogues","excellent","twentyfive october twothousandtwentyfour","i booked my flight from UK to south Africa through this agency and after making a payment i noted that baggage was not included in the ticket i immediately called and i was transferred to their client services assistant ash ton who helped me to get this resolved even though there was a back and forth ash ton remained calm and he was willing to listen i would definitely use this service again thank you crystal travel"
"mthandazo nyathi","magnificent service assisted by ash ton","excellent","twentyfive october twothousandtwentyfour","i had to go to south Africa in a rush on ht October seed Morgan one of the agents patiently and efficiently sorted out a same day flight so i could get to my critically ill aunt on time i cant say how much i appreciate his support making a very stressful experience for me go so smoothly i recommend crystal travel for bookings and for the personal touch they give"
"anna","short notice trip to south Africa","excellent","four october twothousandtwentyfour","Sergio the staff who help me book my ticket very helpful and professional on his job he explained well the details of the flight"
"noel dela fuent","Sergio the staff who help me book my","excellent","twentyfive october twothousandtwentyfour","christen who handled my case was great shes very good with her good in helping me keep it up"
"xez","christen who handled my case was great","excellent","twentythree october twothousandtwentyfour","i had an amazing experience booking my ticket to Zimbabwe through crystal travel thanks to seed from the moment i reached out seed was incredibly helpful professional and attentive to my needs he took the time to find me the best flight options within my budget and his communication was clear and efficient throughout the entire procession went above and beyond to ensure everything was handled smoothly and i truly appreciated his patience and dedication i highly recommend seed and crystal travel for anyone looking for reliable and friendly service ill definitely be booking with them again"
"ngaakudzw chitat","highly recommend","excellent","twentyone october twothousandtwentyfour","very nice service by rm rondo of crystal travel he explained very well thanks"
"tarlochan bilga","very nice service by rm rondo of","excellent","twentyfour october twothousandtwentyfour","Jose Wilson in my opinion is worth a mention after other companies promoted there cheap flights to oz and never had this company to be honest was a stab in the dark but they via Jose came up with a price that was satisfactory to my budget just however when offered to pay in installments i jumped at the chance not only did the offer help me in payment but relief also knowing my bills could still be paid my main concern where other sites refused out right due to the short amount of time remaining weeks they all wanted payment in full this company should be proud any one wanting to fly try calling Jose mi sure he can help u as he did me would give stars and will when my tickets come through"
"anthoni","Jose Wilson in my opinion is worth a","good","twentyfour october twothousandtwentyfour",NA
"mr michael seddon","in response to my telephone call","excellent","twentyfour october twothousandtwentyfour","in response to my telephone call Freya was both polite helpful and extremely prompt in fully and very satisfactorily answering my queries"
"steven andrew","great customer service","excellent","twentyfour october twothousandtwentyfour","made a booking online received a phone call from recap to confirm the details confirm the ticket had been issued and to see if i needed anything else note this was not an attempt to up sell it was purely a courtesy call reading other reviews it looks like this is common practice really appreciate the personal touch to customer service"
"tom murphi","thank you Olivia Clark for being so","excellent","twentyfour october twothousandtwentyfour","thank you Olivia Clark for being so professional and helpful with my query re my flight to Kenya excellent service and i wish most other travel agents were as professional as you were"
"jessica agyar","great customer service","excellent","twentyfour october twothousandtwentyfour","i thought it was a scam until Ryan assured me everything is fine and genuine very competitive prices and the staff are so helpful and ready to help with any inquiries thank you Ryan for all your help i appreciate it"
"manu r mx photo design","Oscar Lopez was helpful to resolve my","excellent","twentythree october twothousandtwentyfour","Oscar Lopez was helpful to resolve my rebuking but i would always recommend of checking best prices so you can ask for a match good service would buy again"
"lookman adenuga","my great and satisfactory booking process","excellent","twentythree october twothousandtwentyfour","the booking processes was very seamless and the link is faster the customer care service provided from the first receiver to the last person Ryan was fantastic and friendly as he provided a permanent solution to my issues after booking confirmation mi really satisfied with his professional experience services as attended to me his communication language is very clear and mi able to understand him with ease"
"marichu canet","outstanding service by Sergio at Chrystal travel","excellent","two october twothousandtwentyfour","pleased with the service provided by Sergio very helpful and reliable and trustworthy i am planning for the next holiday well done guys and thank you Sergio to making my trip memorable until next trip x"
"bright wave","service was great","excellent","twentythree october twothousandtwentyfour","Steve was very patient and helped me find an alternative with my booking good customer service"
"bobbi fernand","Steve was very patient and helped me","excellent","nineteen october twothousandtwentyfour","thanks for all your good help highly recommended Aron"
"celia flor panopio","thanks for all your good help","excellent","twentythree october twothousandtwentyfour","miss Claire is very good helping out to give me assistance in finding tickets that suits my budget shes up to date and can guide you whatever you ask for your convenience crystal travel is worth buying for ticket travel thanks a lot"
"jain pacet","fantastic service","excellent","twentythree october twothousandtwentyfour","thank you very much for your help Jerry Wilson mi very happy"
"shridhar anandrao naik","thank you very much for your help Jerry","excellent","twentytwo october twothousandtwentyfour","Aron crystal is professional customer service skills he is very helpful in solving customer bargaining effectively in very calm manner and trustworthy person he is a good travel agent"
"kyaw aung","Aron crystal is professional customer","excellent","twentytwo october twothousandtwentyfour","Ana was very helpful and easy to deal with good experience over all"
"bev mckenzi","Ana was very helpful and easy to deal","excellent","twentytwo october twothousandtwentyfour","excellent customer service very polite and understanding"
"mr mukesh patel","excellent customer service","excellent","twentytwo october twothousandtwentyfour","flared was brilliant thank you flared"
"miss gome","flared was brilliant","excellent","twentytwo october twothousandtwentyfour","i tried to book a flight but as i was paying it said my booking was declined within a couple of minutes end stark rang me up to sort the whole things out i found him to be very polite and patient he stayed with me while i paid online and he got me a very good deal went on line through a different site but crystal travel had the better prices i am very happy with my flights and plan to be in touch for some other bookings i am not a stranger to flight booking with family across Europe middle east Canada and Australia so i will be back"
"maureen ashkar","crystal travel great assistance and so quick to help","excellent","twentytwo october twothousandtwentyfour","i used crystal travel for the first time to book flights to the Philippines and found their advisors to be very helpful and professional in their approach to delivering a service Elena was very helpful in arranging my flights and most recently i have dealt with Olivia who has helped me to close the deal i have my booking reference and now i am awaiting delivery of my tickets which i have been promised will arrive within hrs"
"david john","good service and great price","excellent","twentytwo october twothousandtwentyfour","very informative and helpful"
"miraj gadher","very informative and helpful","excellent","twentytwo october twothousandtwentyfour","Stella Stevens was polite to the point and provided the assistance and information with no fuss"
"trevor johnfinn","Stella Stevens was polite to the point","excellent","twentyone october twothousandtwentyfour",NA
"mare","i was happy with the assistance","excellent","twentyone october twothousandtwentyfour","i was happy with the assistance extended to me by Stella Stevens she showed good customer relations"
"georg masih","excellent service from Stella Stevens","excellent","twentytwo october twothousandtwentyfour","excellent service from Stella Stevens at crystal travel she is work so well Stella Stevens is very helpful and polite she is professional and so reliable thanks so much you done very good job"
"mr mrs g have smith","very patient and helpful","excellent","twentyone october twothousandtwentyfour","very patient and helpful"
"elizabeth king","excellent service","excellent","twentyone october twothousandtwentyfour","Lisa was amazing and so helpful she was very patient with me and gave me the best possible advice she spent time going through my flight options with me and was keen for me to get the best value"
"tedro tesfazion","i am happy with every thing you did a","excellent","twentyone october twothousandtwentyfour","i am happy with every thing you did a like your service all the way till last i appreciation"
"ogbebor idemudia","i was talk to patiently and guided all","excellent","twentyone october twothousandtwentyfour","i was talk to patiently and guided all options for me to make choice was presented to me with explanation with my experience today i score them"
"satnam birk","amazing","excellent","twentytwo july twothousandtwentyfour","James smith was just amazing nothing was to much first time we used this company and was not disappointed from start to finish we had the best experience with crystal travel also Olivia was brilliant too very polite staff and we will definitely be using crystal travel again"
"jaspal sindhar","Freya dealt with my travel needs","excellent","twentyone october twothousandtwentyfour","Freya dealt with my travel needs she was excellent she called me back when she said she would and was thorough in her approach to help me thank so much Freya for all your help"
"mr con callaghan","Aron was very helpful and professional","excellent","twentyone october twothousandtwentyfour","Aron was very helpful and professional"
"baban","Ronald at crystal travel was amazing","excellent","sixteen october twothousandtwentyfour","Ronald at crystal travel was amazing he arranged our complicated schedule at a great price"
"romaana jonga","i spoke to Aron to help me book my","excellent","twenty october twothousandtwentyfour","i spoke to Aron to help me book my flight he was very helpful even when i made an error he was able to rectify it for me and talk to me calmly very friendly service"
"phil ashwel","beware of this company","bad","twenty october twothousandtwentyfour","senior manager need to listen to Javier the manager about the compensation that he suggested other wise not one star stays"
"keith stonestreet","travel experience with crystal travel","excellent","fifteen october twothousandtwentyfour","i would like to make the opportunity to thank crystal travel vie been using them for a good few years now they always seem to get the best deal for me and thank you very much for the lady name Sergio she was superb she managed to get me a good flight ticket to go to Thailand and save me money i recommend this company if you want reliability and to get a good deal i would just like to thank crystal travel once again i will use you again in the future when i come back from Thailand to fly to Mombasa thank you very much"
"vijay","i was provided wonderful service","excellent","nineteen october twothousandtwentyfour","i was provided wonderful service by Sergio in arranging this journey via air India"
"consum","carols Silva was a great help in","excellent","nineteen october twothousandtwentyfour","carols Silva was a great help in booking our flights to la thank you for your assistance and crystal travel also"
"osa","carols Silva was able to professionally","good","eighteen october twothousandtwentyfour","carols Silva was able to professionally resolve an issue quickly and efficiently to my satisfaction"
"akrit kumar","we have used crystal travel almost","excellent","nineteen october twothousandtwentyfour","we have used crystal travel almost exclusively over the past few years we have always shopped around and looked at deals with other agencies but we have never been treated as well and offered such great prices as we get with crystal travel from the initial booking to returning home from our travels we are looked after and have no complaints special mention for flared who supports us with travel suggestions and advice"
"mrs arwa arsiwala","good and competitive ticket price","good","nineteen october twothousandtwentyfour","good and competitive ticket price"
"regular custom","quick response","excellent","nineteen october twothousandtwentyfour","quick response very friendly as well as helpful attitude"
"bal krishna","Aron is very good","excellent","eighteen october twothousandtwentyfour","Aron is very good mi fully satisfied"
"tarun sai krishna puli","respectful staff and attention to","excellent","eighteen october twothousandtwentyfour","respectful staff and attention to detail when giving information are the hallmarks of crystal travels joy was very kind and gave me a good deal keeping in mind my situation would definitely recommend crystal travels to my friends"
"wic","exceptional travel experience with Ronald","excellent","nineteen october twothousandtwentyfour","communication was excellent as well Ronald was always available to answer my questions provide updates or assist me ill definitely be using his services again for my future travels"
"tehmena","thank you to Aaron at crystal travel","excellent","eighteen october twothousandtwentyfour","thank you to Aaron at crystal travel for his excellent customer service and supporting me with booking my flight ticket very much appreciated and would highly recommend"
"ns","Shirley smith has been very helpful","excellent","eighteen october twothousandtwentyfour","thanks for co operation in this matter very satisfied with your help Oliver Clark thanks again most appreciated"
"carolin herbert","thanks for co operation in this matter","good","eighteen october twothousandtwentyfour","Olivia Clark was very pleasant and helpful and answered my query promptly accurately thank you very much"
"michael croft","Olivia Clark was very pleasant and","excellent","eighteen october twothousandtwentyfour","James smith has been very useful to get us various options to book tickets which we required urgently helped us with competitive pricing great work thanks"
"anil kumar","James smith has been very useful to get","good","sixteen october twothousandtwentyfour","Aaron is a good travel consultant will definitely book with him in the near future"
"zandil sitheb","Aaron is good travel consultant","excellent","seventeen october twothousandtwentyfour","i was great experience working with Caroline personalized service provided thank you"
"sudhir shetti","i was great experience working with","good","sixteen october twothousandtwentyfour","Claire one of the ticketing agent she is so helpful and very friendly makes my booking so easy and stress free"
"fbaddi farhan patel","Claire one of the ticketing agent she","excellent","seventeen october twothousandtwentyfour","Claire harp who is one of the ticketing agents has been nothing but wonderful she listened to me very clearly and listened to my needs and supported me the best way possible while making sure the tickets infected were at the best rate possible will be going to Claire and crystal travels for my future ticketing needs she is a credit to the business"
"franck don pathirag","Claire harp just amazing","excellent","thirteen september twothousandtwentyfour","i used crystal for the first time to help me sort out my flight down under Sergio who helped me was first class his attention to detail was spot on it made me feel very comfortable the whole time i was on the line i would definitely book with crystal again"
"sue","i used crystal for the first time to","excellent","sixteen october twothousandtwentyfour","all good with Stella and her colleagues efficient and pleasant service"
"terrenc gordon mill","all good with Stella and her","excellent","fourteen october twothousandtwentyfour","Stella was very helpful great communication and service"
"harish vishram hirani","Stella was very helpful","good","sixteen october twothousandtwentyfour","great service"
"patrick william","great service","excellent","sixteen october twothousandtwentyfour","what an incredible experience Shirley is one the best agent i have dealt with she is prompt precise and got the done its becoming less and less that we are able to talk someone nowadays so talking with Shirley and able to discuss our travels arrangements is a bit fresh air highly appreciated and recommended thank you Norma Cambridge UK"
"norma","what an incredible experience","excellent","sixteen october twothousandtwentyfour","wonderful to speak to someone efficient knowledgeable and understanding Shirley was so patient and thorough an excellent experience"
"manag","Shirley at crystal travel","excellent","sixteen october twothousandtwentyfour","Candice was very helpful very polite and did everything in her power to help me with my tickets"
"marcelo","customer service","excellent","sixteen october twothousandtwentyfour","Olivia dealt with my ticket purchase efficiently and quickly"
"virendra patel","Olivia dealt with my ticket purchase","excellent","sixteen october twothousandtwentyfour","i have used crystal travels for all my travel needs my travel consultant was john Morris he really was excellent he was understanding and emphatic especially when i informed him about my emergency travel journey his knowledge and expertise was just superb"
"alex aslam","international flying travel journey","excellent","sixteen october twothousandtwentyfour",NA
"jetti jetti","fantastic service","excellent","sixteen october twothousandtwentyfour","flared and oviduct are really helpful and professional in my dealings with them thank you"
"daudi kigozi","very helpful with booking my flights","excellent","thirteen october twothousandtwentyfour","very helpful with booking my flights always making sure i get the best deal will certainly be booking my flights with them from now on"
"jan lou","an operator who spoke clear English","good","fourteen october twothousandtwentyfour","an operator who spoke clear English who took time to listen to what i wanted who wast too too pushy selling me what i dint want and gave a small discount but on research after buying i could have got a better deal going direct to the airway"
"marit aban","excellent customer service","excellent","fifteen october twothousandtwentyfour","excellent customer service peter is very kind and helpful brilliant"
"mrs elizabeth barber","Carolina ditz has been really","excellent","fifteen october twothousandtwentyfour","Carolina ditz has been really supportive helping me through a stressful time due to flight cancellations airline also helpful working alongside Carolina to improve our flight times thank you so much"
"mutiat kofoworola agboola","good service as always and helpful","good","fourteen october twothousandtwentyfour","good service as always and helpful staff"
"lee","never beaten on value for money","excellent","three august twothousandtwentyfour","we have used crystal travel almost exclusively over the past few years we have always shopped around and looked at deals with other agencies but we have never been treated as well and offered such great prices as we get with crystal travel from the initial booking to returning home from our travels we are looked after and have no complaints special mention for mutineer who always supports us with travel suggestions and advice"
"vikram arora","smooth and easy booking thanks to peter","excellent","fourteen october twothousandtwentyfour","smooth and easy booking thanks to peter Cruz worked hard proactively to find the best deal for me"
"shiryl ann c malat","tells was very accommodating and patient","excellent","fourteen october twothousandtwentyfour","tells was very accommodating and patient agent she assisted me well"
"keith armstrong","very helpful and on the ball","excellent","fourteen october twothousandtwentyfour","i dealt with flared on the phone after querying how i would complete my online chicken he was really helpful and carefully took me through the necessary steps to get things sorted he even called back to assist with other options most helpful and kind"
"michael sheriff","good assistance from Stella Stevens to","good","fourteen october twothousandtwentyfour","good assistance from Stella Stevens to organist my travel requirements"
"kusumavathi have","christen was very courteous and helpful","good","fourteen october twothousandtwentyfour","christen was very courteous and helpful for rescheduling my tickets thanks"
"cheema","Aron","excellent","fourteen october twothousandtwentyfour","very good mi happy"
"xxxxxxxxxxxx","terrible travel company","bad","one october twothousandtwentyfour","terrible travel company they booked two tickets on same name and when i noticed all they can do was offer us to buy new ticket which we did the only good thing was that the new ticket was sold to us on the price we bought the tickets at the first time font use it"
"billton","Ronald was very helpful and humble in","excellent","eleven october twothousandtwentyfour","Ronald was very helpful and humble in finding us a ticket thank u Ronald"
"camillo b","web site not working","excellent","fourteen october twothousandtwentyfour","web site not working but Aron took good care of me on the phone"
"tabla fun rohan","very helpful and great experience","excellent","thirteen october twothousandtwentyfour","very helpful and great experience thank you to James smith for great customer service"
"be paxton","emergency travel for medical reasons","excellent","seventeen september twothousandtwentyfour","i had to arrange flight bookings to manila at very short notice for myself and my son who has special needs my husband who has been in manila for years has been very ill and was in ICU at the time and i needed to be there as quickly as possible the transaction could not be completed online so i called crystal travel directly and was surprised how quickly they answered the phone Ronnie O'Connor of crystal travel helped me with arranging the flights because the outbound flight was fully booked luckily Ronnie managed to get us on the flight on the same day thank you Ronnie for all the help on that day it was very much appreciated on a day when a helping hand was urgently needed"
"daniel brown","crystal travel were very helpful in","good","eleven october twothousandtwentyfour","crystal travel were very helpful in helping us secure our flight to bail also were kind enough to allow us to extend our payment deadline thank you Stella for communicating with us effectively to ensure the booking secured"
"lynn","booking flights","excellent","thirteen october twothousandtwentyfour","what an excellent experience having tried to book flights via the internet i had a call back from crystal where the call handler Ana guided me through got me the best price even though my request was complicated she made it easy and helpful throughout excellent service and would highly recommend"
"jessica","i was happy with the way i was assisted","excellent","twelve october twothousandtwentyfour","i was happy with the way i was assisted by the staff especially Olivia she is an asset to the team her costumer service is outstanding"
"rodel","crystal travel agency is reliable trusted","excellent","thirteen october twothousandtwentyfour","crystal travel agency is reliable and very helpful what ever you need regarding to your flight your expectations will be met also Olivia Clark is one of the most friendliest helpful customer service reps you can get"
"rash","Freya was very good and very helpful","excellent","twelve october twothousandtwentyfour","Freya was very good and very helpful"
"arfan ali","thank you so much Claire for your wonderful service","excellent","twelve october twothousandtwentyfour","a big thank you again to the crystal family and especially Claire harp i have been booking with this company me n my family and friends for few years and have never been disappointed at all the staff and service have been amazing as always and the level of politeness and care they talk to you with and especially listen to you is exactly what you would expect dealing with any company thanks once again and surely not the last time i will be writing a review for them"
"rebecca holloway","very helpful and accommodating staff","excellent","twelve october twothousandtwentyfour","very helpful and accommodating staff her name Freya d thank you"
"nitin shah","Freya Donovan","excellent","twelve october twothousandtwentyfour","Freya Donovan was very helpful friendly knowledgeable polite"
"ian bell","fantastic help","excellent","twelve october twothousandtwentyfour","fantastic help"
"iri coomber","she was very polite and helpful","excellent","twentyseven september twothousandtwentyfour","i have booked for the rd time very good company James smith was excellent booking our flight"
"pupuch pupu","Olivia give a great service","excellent","twelve october twothousandtwentyfour","flared and joy at crystal travel were awesome"
"mr robert brennan","i have booked for the rd time","excellent","ten october twothousandtwentyfour","fared Shaw was very patient with me help to resolve my issue with check in i will recommend crystal travel to anyone excellent service"
"jame","flared and joy at crystal travel were","excellent","eleven october twothousandtwentyfour","Stella was very helpful in reserving my parents seats on their long haul flight"
"grace tan","fared Shaw was very patient with me","excellent","ten october twothousandtwentyfour","very helpful and excellent customer service as always the customer service agent was very patient polite and swift in confirming my booking have used crystal for a while know and will continue to do so"
"rumela","helpful","excellent","nine october twothousandtwentyfour","affordable price compared to other providers quick follow up from the staff"
"kashif","very helpful and excellent customer","excellent","seven october twothousandtwentyfour","trust able website got all the help finding good deals on booking my flights whereas the colleague named Sergio homes put his full effort to find me a good deal on flights i have booked with him the ND time and it was all i needed the help"
"leonora enriquez","affordable price compared to other","excellent","nine october twothousandtwentyfour","everyone i dealt with at crystal travel was polite helpful knowledgeable and very professional particular mention goes to naan swift who went above and beyond i would not hesitate to recommend crystal travel thank you to the whole team"
"mrs evangelin moreno","Stella has been very helpful","excellent","nine october twothousandtwentyfour","Sergio has been so so helpful and very patient the service is always fantastic"
"bhumika nitin sawant","trust able website","excellent","nine october twothousandtwentyfour",NA
"paul spice","very helpful team","excellent","nine october twothousandtwentyfour",NA
"jawad pervez","good experience with them","excellent","eight october twothousandtwentyfour",NA
"sb","Sergio has been so so helpful and very","excellent","twentyfive september twothousandtwentyfour",NA
"elena haro","Stella has been very helpful and","excellent","nine october twothousandtwentyfour","Stella has been very helpful and professional in helping me book seats for my parents she speaks clearly and calmly"
"mike davidson","email problems sorted out","excellent","nine october twothousandtwentyfour","following a completed reservation Candice was very helpful in sending our tickets to a new email following tb technical problems with the original email thanks again Candice and crystal travel"
"mam tuti john","thank you so much rm Aron you made my book so easy you treated me with respect and your so good in your job","excellent","nine october twothousandtwentyfour","my booking went so well rm Aron done a very good job and i am very pleased to say thank you to him he treated me with high respect he was so kind and polite thank you rm Aron"
